SMILES,value
CC(=C)C(=O)C1=C(C=C(C=C1)OCC2=NC(=NO2)C3=CC=C(C=C3)C(F)(F)F)Br,1
CC1=C(C=CC(=C1)OCC2=NC(=NO2)C3=CC=C(C=C3)O)C(=O)C(=C)C,1
CC1=C(C=CC(=C1)OCC2=NC(=NO2)C3=CC=CC=C3)C(=O)C(=C)C,1
CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)NCCC2=CC=C(C=C2)O)Cl)Cl,1
CCCNC(=O)C1=CC=CC(=N1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,1
C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2C4=CC(=CN=C4)OC)CCC5=C3C=CC(=C5)C(=O)NCCC(=O)O,1
CC1=C(C=CC(=C1)OCC2=NC(=NO2)C)C(=O)C(=C)C,1
CC(=C)C(=O)C1=C(C=C(C=C1)OCC2=NC(=NO2)C3=CC=CC=C3)Cl,1
COC1=CC2=C(C=C1)OC(=C2)C3=CN=C4N3N=C(C=C4)OCCN,1
CC1=C(C=CC(=C1)C2=CN=C3N2N=C(C=C3NCCC(F)(F)F)C(=C)C4=CC(=CC=C4)OC)C(=O)NC5CC5,1
C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2C4=CC(=CN=C4)OC)CCC5=C3C=CC(=C5)C(=O)NCCCC(=O)O,1
CC1=C(C=CC(=C1)OCC2=NC(=NO2)C3=CC=C(C=C3)F)C(=O)C(=C)C,1
COC1=CC2=C(C=C1)OC(=C2)C3=CN=C4N3N=C(C=C4)OCCCN,1
CC1=NOC(=N1)COC2=CC(=C(C=C2)C(=O)C(=C)C)Cl,1
CC(=C)C(=O)C1=C(C=C(C=C1)OCC2=NC(=NO2)C3=CC=C(C=C3)F)Cl,1
CN1CCCC(C1)CN2C3=C(C=C(C=C3)OC)SC4=CC=CC=C42,1
CC1=C(C=CC(=C1)OCC2=NC(=NO2)C3=CC=C(C=C3)C(F)(F)F)C(=O)C(=C)C,1
COC1=CC2=C(C=C1)OC(=C2)C3=CN=C4N3N=C(C=C4)OC5CC(C5)N,1
CC(=C)C(=O)C1=C(C=C(C=C1)OCC2=NC(=NO2)C3=CC=C(C=C3)C(F)(F)F)Cl,1
CC1=C(C=CC(=C1)OCC2=NC(=NO2)C3=CC=C(C=C3)[N+](=O)[O-])C(=O)C(=C)C,1
C1=CC(=CC2=C1C=CC(=C2C=O)O)OS(=O)(=O)C(F)(F)F,1
COC1=CC=C(C=C1)NC(=O)CCC(=O)OCCCCCCSC2=CC=C(C3=NON=C23)[N+](=O)[O-],1
C1COCCN1CCNC(=O)C2=CC=C(O2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,1
C1CC(CNC1)NC(=O)C2=CC=C(O2)C3=CC4=C(C=C3)C(=C(C=C4)O)CO,1
C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2C4=CC(=CN=C4)OC)CCC5=C3C=CC(=C5)C(=O)NCC(C)(C)C(=O)O,1
C1=CC(=CC=C1C(=O)O)OC2=CC3=C(C=C2)C(=C(C=C3)O)C=O,1
CC(C)NC(=O)C1=CC=CC(=C1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,1
CN(C)CCNC(=O)C1=CC=C(S1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,1
CC(=O)NC1CCN(CC1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,1
C#CCOC(=O)CCCCC1=CC1=O,1
COC1=CC(=CC(=C1)NC2=NC=C(C(=N2)C3=C(C=C(C=C3)F)F)F)CS(=NC#N)(=O)C,1
CN(C)CCCNC(=O)C1=CC=C(S1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,1
CCNC(=O)NC1CCC(CC1)N[C@H]2C[C@@H]2C3=CC=CC=C3,1
CN(C)C(=O)CCC1=CC2=C(C=C1)C(=C(C=C2)O)C=O,1
CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)NCCC(=O)NCC2=CC(=CC(=C2)CNC(=O)CCNC(=O)COC3=C(C(=C(C=C3)C(=O)C(=C)C)Cl)Cl)C(=O)N)Cl)Cl,1
CC1=C(SC(=N1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O)C(=O)NCCN4CCOCC4,1
CC(=O)NC1CCC(CC1)N[C@H]2C[C@@H]2C3=CN=C(C=C3)C4=CC(=CC=C4)C(F)(F)F,1
COC1=CC(=CC(=C1)NC2=NC=C(C(=N2)C3=C(C=C(C=C3)F)F)F)CS(=N)(=O)C,1
CC(C)NC(=O)C1=CC=CC(=N1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,1
CC(=O)NC1CCN(C1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,1
CN1CCN(CC1)C(=O)C2=CC=C(C=C2)OC3=CC4=C(C=C3)C(=C(C=C4)O)C=O,1
C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2C4=CC(=CN=C4)OC)CCC5=C3C=CC(=C5)C(=O)N(C)CCC(=O)O,1
CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CNCCNC(=O)N)N,1
C1=CC2=C(C=CC(=C2C=O)O)C=C1C3=CC=C(S3)C(=O)NCCOCCOCCN,1
CCN(CC)C(=O)C1=CC=C(C=C1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,1
CCOC(=O)/C=C/C1=CC2=C(C=C1)C(=C(C=C2)O)C=O,1
CNC(=O)C1=CC=CC(=C1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,1
CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)NCCCC(=O)NCC2=CC(=CC(=C2)CNC(=O)CCCNC(=O)COC3=C(C(=C(C=C3)C(=O)C(=C)C)Cl)Cl)C(=O)N)Cl)Cl,1
CC1=C(SC(=N1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O)C(=O)NC4CCNCC4,1
C1CC(CNC1)NC(=O)C2=CC=C(O2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,1
CC1(C[C@](CC[C@@H]1C(=O)O)(C2=NC=C(S2)C3=CC(=CC(=C3)OC)NC4=NC=CC(=N4)C(F)(F)F)O)C,1
C#CCOC1=CC=C(C=C1)C2=CC2=O,1
COC(=O)CCSC1=CC=C(C2=NON=C12)[N+](=O)[O-],1
CCCCOC1=C2CC3=CC(=CC(=C3O)CC4=C(C(=CC=C4)CC5=C(C(=CC(=C5)C(=O)P(=O)(O)O)CC1=CC=C2)O)OCCCC)C(=O)P(=O)(O)O,1
C1=CC2=C(C=CC(=C2C=O)O)C=C1CCC(=O)O,1
CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)NCCCCCC(=O)NCC2=CC(=CC(=C2)CNC(=O)CCCCCNC(=O)COC3=C(C(=C(C=C3)C(=O)C(=C)C)Cl)Cl)C(=O)N)Cl)Cl,1
C1=CC=C(C=C1)COC2=CC=C(C=C2)C3=CC3=O,1
CN(C)C(=O)C1=CC=C(O1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,1
C1COCCN1CCNC(=O)C2=CC=CC(=N2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,1
COC1=NC=CC(=C1)NC2=NN(C=C2C(=O)N)C(CC#N)C3CC3,1
CC1=C(C=CC(=C1)C2=CN=C3N2N=C(C=C3NCCC(F)(F)F)C(=O)C4=CC(=C(C=C4)OC)F)C(=O)NC5CC5,1
CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)NCC2=CC(=CC(=C2)C(=O)N)CNC(=O)COC3=C(C(=C(C=C3)C(=O)C(=C)CC)Cl)Cl)Cl)Cl,1
CONC(=O)C1=CC=C(C=C1)CCSC2=CC=C(C3=NON=C23)[N+](=O)[O-],1
CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)NCCCCCCNC(=O)OC(C)(C)C)Cl)Cl,1
COC1=CC(=CC(=C1)NC2=NC=CC(=N2)C(F)(F)F)C3=CN=C(S3)C4(CCC(CC4)C(=O)O)O,1
CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CNC(=O)CN)N,1
CNC(=O)C1=CC=CC(=N1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,1
C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2C4=CC(=CN=C4)F)CCC5=C3C=CC(=C5)OC(COC)C(=O)O,1
CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(S5)NCCCN6CCCC6)[N+](=O)[O-])OC7=CC8=C(C=C7)NC=C8)C,1
C1COCCN1CCNC(=O)C2=CC=C(C=C2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,1
COC1=C(C=C(C=C1)NS(=O)(=O)C)C2=CC=C(C=C2)[C@H]3C[C@@H]3NC4CCNCC4,1
CC1=C(C=CC(=C1)C2=CN=C3N2N=C(C=C3NCCC(F)(F)F)C(C4=CC(=C(C=C4)OC)F)(F)F)C(=O)NC5CC5,1
CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(S5)NCCCN(C)C)[N+](=O)[O-])OC6=CC7=C(C=C6)NC=C7)C,1
CC1=C(C=CC(=C1)C2=CN=C3N2N=C(C=C3NCCC(F)(F)F)C(=C)C4=CC(=C(C=C4)OC)F)C(=O)NC5CC5,1
C1=CC=C(C=C1)C2=CC=C(C=C2)COC3=CC=C(C=C3)C4=CC4=O,1
C1=CC(=CC=C1C#N)OC2=CC3=C(C=C2)C(=C(C=C3)O)C=O,1
CC(=O)N1CCC(CC1)N[C@H]2C[C@@H]2C3=CC=C(C=C3)Br,1
COCC1=CN(N=N1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,1
CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(S5)NCCCN6CCOCC6)[N+](=O)[O-])OC7=CC8=C(C=C7)NC=C8)C,1
CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)NCCNC(=O)CC23CC4CC(C2)CC(C4)C3)Cl)Cl,1
COC1=CC(=CC(=C1)C2=NC=C(C=C2)[C@H]3C[C@@H]3NC4CCC(CC4)N)C#N,1
C1=CC=C(C=C1)OC2=CC=C(C=C2)C3=CC3=O,1
C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2C4=CC(=CN=C4)C(=O)O)CCC5=C3C=CC(=C5)OCC(=O)O,1
CCNC(=O)COC1=CC2=C(C=C1)[C@H]3CC[C@]4([C@H]([C@@H]3CC2)CC=C4C5=CC(=CN=C5)C(F)(F)F)C,1
CCN(CC)C(=O)C1=CC=CC(=N1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,1
C1CNCCC1NC(=O)C2=CC=C(C=C2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,1
CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)NCC(=O)NCC2=CC(=CC(=C2)C(=O)N)CNC(=O)CNC(=O)COC3=C(C(=C(C=C3)C(=O)C(=C)CC)Cl)Cl)Cl)Cl,1
C1CNCCC1CNC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,1
CCC(=C)C1=C(C(=C(C=C1)OCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCC2=CC(=CC(=C2)C(=O)N)CNC(=O)CCCNC(=O)CCCNC(=O)CCCNC(=O)COC3=C(C(=C(C=C3)C(=O)C(=C)CC)Cl)Cl)Cl)Cl,1
CCNC(=O)COCC1=CC(=C2N1N=CN=C2N)C3=CC4=C(S3)C(=CC(=C4)C)OC,1
CC(=O)N1CCN(CC1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,1
CC1=C(C=CC(=C1C)OCC2=NC(=NO2)C3=CC=CC=C3)C(=O)C(=C)C,1
CC1=C(C=CC(=C1C)OCC2=NC(=NO2)C3=CC=C(C=C3)O)C(=O)C(=C)C,1
CN(CCOC1=CC=C(C=C1)C(=O)N2C/C(=C\C3=CC=CC=C3)/C(=O)/C(=C/C4=CC=CC=C4)/C2)C.Cl,1
CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)NCCCCNC(=O)CC23CC4CC(C2)CC(C4)C3)Cl)Cl,1
B1(C2=C(CO1)C=CC(=C2C)OC3=CC=CC(=C3F)CNC(=O)OC(C)(C)C)O,1
CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)NCCCCCCNC(=O)CC23CC4CC(C2)CC(C4)C3)Cl)Cl,1
COC1=C(C=C(C=C1)NC(=O)CCC(=O)OCCCCCCSC2=CC=C(C3=NON=C23)[N+](=O)[O-])OC,1
C1COCCN1CCNC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,1
CN(C)C(=O)C1=CC=CC(=C1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,1
C1CCNC(C1)CNC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,1
C1COCCN1CCNC(=O)C2=NC=C(C=C2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,1
CC1=C(SC(=N1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O)C(=O)NC4CCN(CC4)C,1
CN1CCN(CC1)C(=O)C2=CC=C(O2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,1
CCC(C(=O)O)OC1=CC2=C(C=C1)[C@H]3CC[C@]4([C@H]([C@@H]3CC2)CC=C4C5=CC(=CN=C5)F)C,1
C1CNCCC1N[C@@H]2C[C@H]2C3=CC=C(C=C3)OCC4=CC=CC=C4,1
CCCOC1=C2CC3=CC(=CC(=C3O)CC4=C(C(=CC=C4)CC5=C(C(=CC(=C5)C(=O)P(=O)(O)O)CC1=CC=C2)O)OCCC)C(=O)P(=O)(O)O,1
CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CNCC(=O)N)N,1
C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2C4=CN=CN=C4)CCC5=C3C=CC(=C5)OCC(=O)O,1
CC1=C(C=CC(=C1C)OCC2=NC(=NO2)C3=CC=C(C=C3)F)C(=O)C(=C)C,1
CC1=C(C=CC(=C1C)OCC2=NC(=NO2)C3=CC=C(C=C3)Cl)C(=O)C(=C)C,1
CN1CCN(CC1)C(=O)C2=CC(=NC=C2)C3=CC4=C(C=C3)C(=C(C=C4)O)CO,1
CC1=C(C=CC(=C1C)OCC2=NC(=NO2)C)C(=O)C(=C)C,1
CC1=C(SC(=C1)C(=O)O)C2=CC3=C(C=C2)C(=C(C=C3)O)CO,1
CCCOC1=C2CC3=C(C(=CC=C3)CC4=C(C(=CC=C4)CC5=CC(=CC(=C5O)CC1=CC=C2)C(=O)P(=O)(O)O)OCCC)O,1
C/C=C/OC(=O)CC1=CCCCCC1=O,1
C1COCCN1CCCNC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,1
C1CC(CNC1)CNC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,1
CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CNCC(=O)NC)N,1
CN1CCCCC1CNC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,1
CN(C)CCNC(=O)C1=CC=C(C=C1)SC2=CC=C(C3=NON=C23)[N+](=O)[O-],1
COC1=CC=CC2=C1C=C(O2)C3=CN=C4N3N=C(C=C4)OCCN,1
C1CC(CNC1)NC(=O)C2=CC=C(C=C2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,1
CNC(=O)C1=CC=C(S1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,1
CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC(=O)C3=C(C=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5C6=CC=C(C=C6)Cl)OC7=CC=CC=C7,1
CN1CCCC(C1)CNC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,1
CC1=NC=C(C=C1)C2=CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3CCC5=C4C=CC(=C5)OCC(=O)O)C,1
COC1=C(C=C(C=C1)NS(=O)(=O)C)C2=CC=C(C=C2)[C@H]3C[C@@H]3NC4CCC(CC4)N,1
C1CNCCC1NC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,1
COC1=CC=CC2=C1C=C(O2)C3=CN=C4N3N=C(C=C4)OCCCN,1
C1CNCCC1NC(=O)C2=NC=C(C=C2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,1
CC(=O)NC1=CC=C(C=C1)NC2=NN(C=C2C(=O)N)C(CC#N)C3CC3,1
CCCCCCCCCCCCOC1=C2CC3=CC(=CC(=C3O)CC4=C(C(=CC=C4)CC5=C(C(=CC(=C5)C(=O)P(=O)(O)O)CC1=CC=C2)O)OCCCCCCCCCCCC)C(=O)P(=O)(O)O,1
CCCCCCCCOC1=C2CC3=CC(=CC(=C3O)CC4=C(C(=CC=C4)CC5=C(C(=CC(=C5)C(=O)P(=O)(O)O)CC1=CC=C2)O)OCCCCCCCC)C(=O)P(=O)(O)O,1
CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,1
CN(C)CCNC(=O)CCC(=O)OCCCCCCSC1=CC=C(C2=NON=C12)[N+](=O)[O-],1
CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN[C@@H](C)C(=O)N)N,1
CC1=C(C=CC(=C1C)OCC2=NC(=NO2)C3=CC=C(C=C3)C(F)(F)F)C(=O)C(=C)C,1
CC(C)(C)OC(=O)NC(CSC1=CC=C(C2=NON=C12)[N+](=O)[O-])C(=O)OC,1
COC1=CC=CC2=C1C=C(O2)C3=CN=C4N3N=C(C=C4)OCCCCN,1
CC(=O)N1CCC(CC1)N[C@@H]2C[C@@H]2C3=CC(=CS3)C(=O)NC4CCC(CC4)(F)F,1
C1=C(C2=NON=C2C(=C1)SCCC(=O)NCCO)[N+](=O)[O-],1
C1CC(CCC1N)N[C@H]2C[C@@H]2C3=CC=C(C=C3)OCC4=CC=CC=C4F,1
C1COCCN1C(=O)CCC2=CC3=C(C=C2)C(=C(C=C3)O)C=O,1
CN(C)CCCNC(=O)CCC(=O)OCCCCCCSC1=CC=C(C2=NON=C12)[N+](=O)[O-],1
C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2C4=CN=CN=C4)CCC5=C3C=CC(=C5)C(=O)NCCC(=O)O,1
C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2C4=CC(=CN=C4)F)CCC5=C3C=CC(=C5)OCC(=O)O,1
CC1=CC(=CN=N1)C2=CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3CCC5=C4C=CC(=C5)OCC(=O)O)C,1
CCOC(=O)[C@H]1CC[C@@](C[C@H]1C)(C2=NC=C(S2)C3=CC(=CC(=C3)C4=CNN=C4)NC5=NC=CC(=N5)C(F)(F)F)O,1
CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)[O-])Cl)Cl,1
CC1=C(C=CC(=C1C)OCC2=NC(=NO2)C3=CC=C(C=C3)[N+](=O)[O-])C(=O)C(=C)C,1
CN1CCC(CC1)NC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,1
C1CNCC1NC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,1
CCC(CC(=O)C)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N,1
CONC(=O)C1=CC=C(C=C1)SC2=CC=C(C3=NON=C23)[N+](=O)[O-],1
CN1C(=CC=C1S(=O)(=O)NC(=O)C2=CC=C(C=C2)N3CCN(CC3)CC4=CC=CC=C4C5=CC=C(C=C5)Cl)C(=O)OC,1
CC1=C(C=C(S1)C(=O)NC2CCOCC2)[C@H]3C[C@@H]3NC4CCC4,1
CC1=C(C=C(S1)C(=O)NC2CCOCC2)[C@@H]3C[C@H]3NC4CCC4,1
CCC(=C)C(C1=C(C(=C(C=C1)OCC(=O)NCCCCCCCC(=O)NCC2=CC(=CC(=C2)CNC(=O)CCCCCCCCNC(=O)COC3=C(C(=C(C=C3)C(=O)C(=C)CC)Cl)Cl)C(=O)N)Cl)Cl)O,1
C1CC(CCC1N)N[C@H]2C[C@@H]2C3=CC=C(C=C3)OCC4=CC(=CC=C4)N5CCNCC5,1
CN(C)C(=O)/C=C/C1=CC2=C(C=C1)C(=C(C=C2)O)C=O,1
CC[C@@H](CSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,1
CCN(CC)CCCNC(=O)CCC(=O)OCCCCCCSC1=CC=C(C2=NON=C12)[N+](=O)[O-],1
COC1=CC=CC=C1NC(=O)CCC(=O)OCCCCCCSC2=CC=C(C3=NON=C23)[N+](=O)[O-],1
C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2C4=CN=CN=C4)CCC5=C3C=CC(=C5)C(=O)NCCCC(=O)O,1
C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2C4=CC(=CN=C4)F)CCC5=C3C=CC(=C5)OCCCC(=O)O,1
C1=CC=C(C=C1)C(C(=O)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N,1
C1=CC(=CC=C1C(=O)NCCO)SC2=CC=C(C3=NON=C23)[N+](=O)[O-],1
CNC(=O)C1CCN(C1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O,1
C1CNCCC1CN[C@H]2C[C@@H]2C3=CC=C(C=C3)OCC4=CC=CC=C4F,1
COC(=O)C(CSC1=CC=C(C2=NON=C12)[N+](=O)[O-])NC(=O)OCC3=CC=CC=C3,1
CN1CCC(C1)NC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,1
C1CC(CNC1)NC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,1
CC1=NN=C(S1)NC(=O)C2=CC3=CC=CC=C3C(=C2)C4CC4NCC5CC5,1
CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3)CN[C@@H](CC(=O)N)C(=O)O)N,1
C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2C4=CC(=CN=C4)C(F)(F)F)CCC5=C3C=CC(=C5)OCC(=O)O,1
CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O,1
CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)OC)NS(=O)(=O)C3=C(C=C(C=C3)OC)OC,1
COC1=CC=CC(=C1OCC2=CC=CC=C2F)CNCCC3=CNC4=CC=CC=C43.Cl,1
COC1=CC2=C(C=C1)OC(=O)C(=C2)C(=O)NCCC3=CC(=C(C=C3)OC)OC,1
CC(=O)NC1=CC=C(C=C1)OCC(=O)NCCC2=CC=CC=C2,1
COC1=CC=C(C=C1)/C=C/C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N,1
CC(C)C(CC(=O)NCCC1=CC(=C(C=C1)OC)OC)NS(=O)(=O)C2=CC=C(C=C2)OC,1
COC1=CC2=C(C=C1)C(=CO2)CC(=O)OCC(=O)NC3=C(C=C(C=C3)OC)OC,1
C/C(=N\NC(=O)CNC(=O)C1=CC=CO1)/C2=C(C=C(C=C2)OC)OC,1
COC1=CC=CC(=C1)C(=O)NC2=CC=CC3=CC=CC=C32,1
COC1=CC=C(C=C1)CNC(=O)C2=NOC(=C2)C3=CC=CO3,1
CC(C(=O)NC1=CC(=CC=C1)OC)OC(=O)C2=NNC3=CC=CC=C32,1
CC1=NCCC2=C1NC3=C2C=CC(=C3)OC,1
COC1=CC=C(C=C1)S(=O)(=O)NCC2=CC=C(C=C2)C(=O)O,1
CN(CC(=O)NCC1=CC2=C(C=C1)OCO2)CC(=O)NC3=CC(=CC=C3)OC,1
CC1=CC2=C(C=C1)OC(=C2C)C(=O)NCC(COC3=CC=CC(=C3)OC)O,1
CN(CC(=O)NC1=CC(=CC=C1)OC)C(=O)CCNC(=O)C2=CC=CC=C2Cl,1
COC1=CC(=C(C=C1)O)/C=N/NC(=O)CCC(=O)NC2=CC=C(C=C2)F,1
C1CCC(C1)NC(=O)COC(=O)C2=CNC3=CC=CC=C32,1
