SMILES,value
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,1
COC1=CC=CC(=C1)C(=O)NC2=NC3=CC=CC=C3N2,1
CC1=CSC(=N1)NC(=O)C2=C(C3=C(O2)C=CC(=C3)OC)C,1
COC1=CC=CC(=C1)N2C(=NN=C2SCC(=O)N3CCC4=CC=CC=C43)C5=CNC6=CC=CC=C65,1
COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC(=C3)OC,1
CC1=C2C=C(C=C(C2=NC=C1)NCCCCC(C)N)OC.OP(=O)(O)O,1
CC1=C([C@@H](NC(=NCCC2=CNC3=CC=CC=C32)N1CC4=CC=CC=C4)C5=CC(=CC=C5)C(F)(F)F)C(=O)OC,1
COC1=CC=CC(=C1)N(C(C2=CC=CS2)C(=O)NCCC3=CC=CC=C3)C(=O)CCl,1
CC1=C(SC(=C1C(=O)OC)N)C(=O)NCCC2=CC=CC=C2,1
CC1=CC(=NC2=C1C=C(C=C2)OC)NN=C(C)C3=CC=CC=N3,1
CC(=NCCC1=CNC2=CC=CC=C21)C3=C(N(C(=O)NC3=O)CC4=CC=CC=C4)O,1
COC1=CC=C(C=C1)OCC2=CC(=CC=C2)C(=O)O,1
COC1=CC=C(C=C1)C(=O)NC2=CC3=CC=CC=C3C=C2,1
COC1=CC=C(C=C1)C(=O)NOCC2=CC=CC=C2,1
COC1=CC2=C(C=C1)C=C(C=C2)CNCCOCCOCCNCC3=CC4=C(C=C3)C=C(C=C4)OC.Cl,1
CC(=O)NC1=CC(=C(C2=C1N=CC=C2)NC(=O)C)OC,1
COC1=CC(=C(C=C1)OC)N/C=C/C(=O)C2=CC=CC=C2,1
COC1=CC=C(C=C1)C(=O)NC2=NC3=CC=CC=C3N2,1
COC1=CC=CC(=C1)NC(=O)C2=CC=C(C=C2)OC(F)(F)F,1
CC(C)C[C@@H](C(=O)O)NC(=O)C1=CC(=CC=C1)OC,1
COC1=C(C=C(C=C1)CCNC(=O)NC2=C(C=C(C=C2)F)F)OC,1
CNC(=O)C1=C2CCC3=C(C2=NN1)C=CC(=C3)OC,1
COC1=CC2=NC(=C(C=C2C=C1)C#N)SCC(=O)OC,1
CCN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=CC(=C3)OC)NC(=O)C(=O)C4=CNC5=CC=CC=C54)C(F)(F)F,1
CCCCCCC1=C(C=C2C(=C1)C=C(C(=O)O2)C(=O)NC3=CC=C(C=C3)OC)O,1
COC1=CC=C(C=C1)N(C(C2=CC=CS2)C(=O)NCCC3=CC=CC=C3)C(=O)CCl,1
CC1=CC(=CC(=C1)NS(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)NCC4=CC=CO4)C,1
CC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)OC,1
CC1=CC(=NO1)NC(=O)C2=CC=C(C=C2)OC,1
COC1=CC2=C(C=C1)OC(=CC2=O)C3=CC=CC=C3,1
CC1=CN=C(C=C1)NC(=O)C2=C(C=C(C=C2)OC)OC,1
COC1=CC(=CC(=C1)C(=O)NC2=NC3=CC=CC=C3N2)OC,1
CC(=O)O[C@@H]1[C@H](CN[C@@H]1CC2=CC=C(C=C2)OC)O,1
CC(=O)OC1C(CNC1CC2=CC=C(C=C2)OC)O,1
COC1=CC2=NC3=C(C=C2C=C1)C=C(S3)C(=O)NC4CC4,1
COC1=CC=C(C=C1)/C=C/2\C(=O)NC3=C(S2)C=CC(=C3)C(=O)NCCN4CCCCCC4,1
C1=CC=C(C=C1)N(C2=CNC3=CC=CC=C32)C(=O)CCl,1
COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)NC3=CC=CC=C3C(=O)O,1
C1=CC=C2C=C3C(=CC2=C1)C(=CC(=N3)C4=CNC5=CC=CC=C54)C(=O)O,1
COC1=CC=CC(=C1)NC(=O)C2=CC3=C(C=C2)OCO3,1
COC1=CC=C(C=C1)NC(=O)C\2=CC3=C(C=C(C=C3)O)O/C2=N\O,1
CCNC(=S)NNC(=O)C1=CC(=NC2=CC=CC=C21)C3=CC=C(C=C3)OC,1
COC1=CC2=C(C=C1)N(C(=C2N=NC(=S)N)O)CC(=O)C3=CC=CC=C3,1
CC1=CC(=NC=C1)NC(=O)NC2=CC=C(C=C2)OC,1
C/C(=N\NC(=O)COC1=CC=C(C=C1)OC)/C2=CC3=CC=CC=C3O2,1
C1COC2=C(O1)C=CC(=C2)C(=O)NCCC3=CC=CC=C3F,1
COC1=CC2=C(C=C1)N=C(S2)NC(=O)NC3=CC=CC=C3,1
CCN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=CC(=C3)OC)NC(=O)C(=O)C4=CNC5=CC=CC=C54)C(F)(F)F.C(=O)(C(F)(F)F)O,1
CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,1
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,1
COC1=CC=CC(=C1)/C=C/2\C(=O)NC3=C(S2)C=CC(=C3)C(=O)NCCN4CCCCCC4,1
CC1=C(OC2=C1C=C(C=C2)OC)C(=O)N3CCC4=CC=CC=C43,1
COC1=CC(=C(C=C1)OC)N(CCN2C(=O)C3=CC=CC=C3C2=O)C(=O)CCl,1
CCC(=O)NC1=CC2=NN(N=C2C=C1C)C3=CC=C(C=C3)OC,1
CC1=C(SC(=N1)NC(=O)C2=C(C=C(C=C2)OC)OC)C(=O)OC,1
COC1=CC=C(C=C1)N/C=C\C(=O)C2=CC3=C(C=C2)OCO3,1
COC1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)OCCO3,1
COC1=CC2=C(C=C1)N=C(N2)C3=CC=CC=C3,1
COC1=CC=C(C=C1)NC(=O)C2=CC=CC=N2,1
CC(=O)NC1=CC=C(C=C1)NC(=O)CSC2=NN=C(S2)NC(=O)C3=CC(=CC=C3)OC,1
COC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NN4C=NN=C4,1
COC1=CC(=C(C=C1)/C=C/C(=O)C2=CC3=C(C=C2)OCO3)OC,1
CCOC1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)NN=C3,1
COC1=CC(=C(C=C1)C(=O)NC2=NC3=CC=CC=C3S2)OC,1
COC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CC=CC=C3O,1
CC1=C2C=NN(C2=CC=C1)C(=O)NC3=CC(=CC=C3)OC,1
COC1=CC(=CC=C1)OC2=CC=C(C=C2)NC3=NC=NC4=C3C=CN4,1
COC1=CC=C(C=C1)C(=O)/C=C/NC2=CC(=CC=C2)O,1
COC1=CC=CC(=C1)C(=O)/C=C/NC2=CC(=CC=C2)O,1
C1=CC=C2C(=C1)C(=CN2)N(C3=CC=C(C=C3)Cl)C(=O)CCl,1
CC1=CC=C(C=C1)C(=O)/C=C/NC2=CC(=CC=C2)OC,1
COC1=CC=C(C=C1)N/C=C/C(=O)C2=CC=CC=C2,1
COC1=CC(=C(C=C1)N2C(=O)C3=CC=CC=C3C(=N2)C(=O)NCC(=O)N4CCC5(CC4)OCCO5)OC,1
C1=CC=C2C(=C1)C(=CN2)CC3C(=O)N(C(=O)N3)CCOC4=CC=C(C=C4)F,1
COC1=CC(=C(C=C1)OC)NC(=O)C2=CC(=NN2)C3=C(C=CC(=C3)Cl)O,1
COC1=CC=C(C=C1)C(CCN(CC2=CC(=C(C=C2)OC)OC)C(=O)CCl)C3=CC=CC=C3,1
CCOC(=O)C1=CC=CC(=N1)C(=O)NC2=NC3=C(S2)C=C(C=C3)OC,1
COC1=CC(=C(C=C1)C(=O)NC2=NC3=CC4=C(C=C3S2)OCO4)OC,1
CC1CC(CN(C1)C(=O)COC(=O)C2=CNC3=CC=CC=C32)C,1
COC1=CC2=C(C=C1)SC(=N2)NC(=O)C3=CC=CO3,1
COC1=CC(=C(C=C1)C(=O)NC2=NC=C(C=C2)[N+](=O)[O-])OC,1
COC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CC=CC=C3F,1
COC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CC=CO3,1
CC1=CC(=NC=C1)NC(=O)NC(=O)C2=CC=C(C=C2)OC,1
COC1=CC=CC(=C1)N/C=C/C(=O)C2=CC=C(C=C2)Cl,1
COC1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])O,1
COC1=CC=C(C=C1)/C=C/C2=NC3=CC=CC=C3C(=C2)C(=O)O,1
COC1=CC=CC(=C1)NC(=O)C2=CC3=C(CCCC3)C=C2,1
COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)N,1
COC1=CC=C(C=C1)C(=O)NNC(=O)C2=CC=CC=N2,1
COC1=CC=C(C=C1)C(=O)O/N=C(/C2=CC(=C(C=C2)OC)OC)\N,1
COC1=CC=C(C=C1)NC2=NC=NC3=C2C=CN3,1
COC1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,1
CN(C)C1=CC=C(C=C1)C2=C(C3=C(S2)C=CC(=C3)OC)C#CCO,1
COC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=NC=CN=C3,1
CCOC(=O)C1=C(NN=C1)NC(=S)NC2=CC=C(C=C2)OC,1
CC1=CC(=NC=C1)NC(=O)C2=CC=CC=C2NC(=O)C3=CC=C(C=C3)OC,1
COC1=CC=CC(=C1)NC(=O)C\2=CC3=CC=CC=C3O/C2=N\O,1
CCCCNC1=C(N=C2N1C=C(C=C2)C)C3=CC=CC(=C3)C4=CC=C(C=C4)OC.C(=O)(C(F)(F)F)O,1
COC1=CC(=C(C=C1)N2C(=O)C3=CC=CC=C3C(=N2)C(=O)NCC(=O)N4CCN(CC4)C5=CC=CC=C5)OC,1
COC1=CC=CC(=C1)C(=O)NC2=CC=C(C=C2)N3CCCC3,1
CC1=NC(=NC=C1)NC(=O)NC2=CC(=CC=C2)OC,1
CC1=CC(=NC=C1)N/C=C/C(=O)C2=CC=C(C=C2)OC,1
COC1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)N=CC=C3,1
C/C(=N\NC1=NN=CC2=CC=CC=C21)/C3=CC=C(C=C3)OC,1
COC1=CC=CC(=C1)NC(=O)C2=CC3=C(C=C2)OCCO3,1
COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)NC3=CC=NC=C3,1
CCOC(=O)C1=C(OC(=CC2=CC=C(C=C2)OC)C1=O)C,1
CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,1
COC1=CC=C(C=C1)NC(=S)NCC2=CC=C(C=C2)F,1
CN1C(=CC(=O)C2=C1C=C(C=C2)OC)C3=CC=CC=C3,1
CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,1
CC1=C(SC2=NC(=CN12)C3=CC=C(C=C3)OC)C(=O)NC4=CC=CC(=C4)NC(=O)C,1
CC1=CC=C(C=C1)C(=O)NCCC2=CC=CC=C2,1
CCOC(=O)CSC1=C(C=C2C=CC(=CC2=N1)OC)C#N,1
CCCCN(C)C(=O)C1=CC2=C(S1)N=C3C=C(C=CC3=C2)OC,1
CC1=C(C2=C(O1)C(=O)C3=CC=CC=C3C2=O)C(=O)NCC4=CC=C(C=C4)OC,1
CCC1=CC=C(S1)/C=N/NC(=O)C2=CNC3=CC=CC=C32,1
COC1=CC=C(C=C1)C(=O)NNC(=S)NC(=O)/C=C/C2=CC=CS2,1
CN1C(C(C2=CC=CC=C2C1=O)C(=O)NCCCN3CCCC3)C4=CNC5=CC=CC=C54,1
CC1=CC(=C(C=C1)O)N/C=C/C(=O)C2=CC(=CC=C2)OC,1
COC1=CC=C(C=C1)OCC(=O)N/N=C/C=C/C2=CC=CC=C2,1
CC1=CC(=C2C=C(C=CC2=N1)OC)N/N=C/C3=C(C=C(C=C3)OC)OC,1
COC1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)OCC(=O)NCC4CCC(CC4)C(=O)O)OC2=O,1
CC1=CC(=C2C=C(C=CC2=N1)OC)N/N=C/C3=CC=CC=C3,1
CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OC[C@H](CC4=CNC5=CC=CC=C54)N,1
CC(=O)OC1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)OC(=O)C)OC2=O,1
COC(=O)C1=CC=C(C=C1)CCC2=CC(=C(C=C2O)Br)O,1
CC(=O)C1=C(C(=CC2=CC=C(C=C2)OC)OC1=O)O,1
COC1=CC2=C(C=C1)C=C(C=C2)C3=NC4=CC=CC=C4C(=C3)C(=O)OCC(=O)NC5CCS(=O)(=O)C5,1
CN(C)C1=CC=C(C=C1)C2=C(C3=C(S2)C=CC(=C3)OC)C#CCCO,1
COC1=CC=C(C=C1)C(C(=O)NC2CCCCC2)N(C3=CC=C(C=C3)OC)C(=O)CCl,1
CN(C)CCNC(=O)C1=CC=C(C2=CC3=CC=CC=C3N=C12)OC.Cl,1
CCCCN1C2=C(C=C3C=C(C=CC3=N2)OC)C(=N1)NC(=O)C4=CC=CS4,1
COC1=CC=CC(=C1)C(=O)OC2=C3C(=C(C=C2CN4CCOCC4)Cl)C=CC=N3,1
CC1=C(C=C(C=C1)NC(=O)C2=NOC(=C2)C3=CC=C(C=C3)OC)C,1
CN1C2=CC=CC=C2N(C1=N)CC(=O)C3=CC(=CC=C3)OC.Br,1
COC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC4=C(C=C3)OCO4,1
COC1=CC=CC(=C1)C(=O)NC2=CC=C(C=C2)C3CC3(Cl)Cl,1
COCCNC(=O)C1=CC(=NC2=CC=CC=C21)C3=CC=C(C=C3)C4=CC=CC=C4,1
COC1=CC=C(C=C1)C(=O)/C=C\2/C3=C(C=CC(=C3)Br)NC2=O,1
CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC,1
COC1=CC2=C(C=C1)N=C(S2)NNC(=O)C3=CC(=O)C4=CC=CC=C4O3,1
CCC1=CC=C(C=C1)C2=NNC(=C2)C(=O)N/N=C/C3=CNC4=CC=CC=C43,1
COC1=CC2=C(C=C1)N=C(N2)C3=CC(=CC=C3)N,1
COC1=CC=C(C=C1)C2=CC3=C(S2)C(=O)NC=N3,1
COC1=CC=C(C=C1)NC(=O)N2CCC3=CC=CC=C32,1
COC1=CC(=CC(=C1)C(=O)NC2=CC3=C(C=C2)OCCO3)OC,1
COC1=CC=C(C=C1)/C=N/NC2=CC=CC=C2C(=O)O,1
C1OC2=C(O1)C=C(C=C2)C(=O)NCCC3=CC=CC=C3,1
COC1=CC=C(C=C1)OC2=CC=C(C=C2)NC3=NC=NC4=C3C=CN4,1
CN(C)C(CNC(=O)C(CC1=CC=CC=C1)NC(=O)N)C2=CC=C(C=C2)OC,1
CC1=CC(=C2C=C(C=CC2=N1)OC)N/N=C/C3=C(C(=CC=C3)OC)O,1
COC1=C(C=C(C=C1)C2=CSC(=N2)NC(=O)NC3=CC(=CC=C3)OC)OC,1
C/C(=N/NC(=O)C1=CC=C(C=C1)OC)/C2=CC(=CC=C2)NC(=O)C3=CC=CC=C3F,1
CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,1
CN1CCN(CC1)CC2=C(C=CC(=C2)NC3=C4C=C(C=CC4=NC5=C3C=CC(=C5)Cl)OC)O,1
C1=CC=C(C=C1)/C=C/C(=O)C2=CNC3=CC=CC=C32,1
COC1=CC=C(C=C1)C(=O)O/N=C(/C2=CC=CC=C2)\N,1
COC1=CC=C(C=C1)C(=O)N2CCCC2=O,1
COC1=CC=C(C=C1)C2=CC(=NO2)C(=O)NC3=CC(=CC=C3)Cl,1
CC1=CC(=C(C(=O)O1)C(=O)/C=C/C2=C(C=C(C=C2)OC)OC)O,1
CC1=NC2=C(N1C)C=CC(=C2)NC(=O)NC3=CC(=CC=C3)OC,1
COC1=CC(=C(C=C1)OC)/C=C/C(=O)C2=CC3=C(C=C2)OCCO3,1
CC(C)COC1=CC2=C(C=C1)NC3=C2CCC(=C)C3=O,1
COC1=CC=C(C=C1)C2=CC(=NO2)C(=O)NC3=CC(=CC=C3)O,1
COC1=CC(=C(C=C1)C(=O)O/N=C(/C2=CC=CC=N2)\N)OC,1
COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)NC3=CN=CC=C3,1
C1COC2=C(O1)C=CC(=C2)NC(=O)C(=O)C3=CNC4=CC=CC=C43,1
COC1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)/C=C/C3=NC4=CC=CC=C4C(=O)N3,1
CCC(=O)NC1=CC=CC(=C1)C2=NN(C(C2)C3=CC=C(C=C3)OC)C4=CC=CC=C4,1
COC1=CC=C(C=C1)C2=NN3C=NN(C(=O)C3=C2)CC(=O)NCCCN4CCN(CC4)CC5=CC=CC=C5,1
CC(C)CN1C2=C(C=C3C=C(C=CC3=N2)OC)C(=N1)NC(=O)C4CCCO4,1
COC1=CC=C(C=C1)C(=O)/C=C/NC2=CC=CC=N2,1
COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)N/N=C/C3=CC=CC4=CC=CC=C43,1
COC1=CC=CC(=C1)C(=O)O/N=C(/C2=CC=NC=C2)\N,1
CCOC1=CC=C(C=C1)/C=N/NC(=O)C2=CC=CC=C2NC(=O)C3=CC=C(C=C3)OC,1
COC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)OCC(=O)NC4=CC5=C(C=C4)OCO5,1
CCOC(=O)CNC(=O)CSC1=NC(=NS1)C2=CC=C(C=C2)OC,1
COC1=CC=C(C=C1)/C=C/C(=O)NC2=CC=CC=C2C(=O)O,1
COC1=CC=C(C=C1)C(=O)NC2=NC3=CC=CC=C3S2,1
COC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CC=C(O3)[N+](=O)[O-],1
COC1=CC=C(C=C1)C2=CC(=NO2)C(=O)N3CCCC3,1
COC1=CC(=C(C=C1)C(=O)NC2=NN=C(S2)SCC(=O)NCC3=CC=CO3)OC,1
COC1=CC(=C(C=C1)CNC(=O)CN2C(=O)CSC3=C2C=C(C=C3)S(=O)(=O)N4CCOCC4)OC,1
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)COC(=O)C3=CC(=NC4=CC=CC=C43)C5=CC6=C(C=C5)C=C(C=C6)OC,1
CC1CC(N(C2=C1C=C(C=C2)OC)C(=O)CSC3=NC=NN3)(C)C,1
COC1=CC=C(C=C1)C(C(=O)NC2CCCCC2)N(C3=CC(=CC=C3)Cl)C(=O)CCl,1
CC1=NN(C(=C1)NC(=O)/C=C/C2=CC=C(C=C2)OC)C3=NC4=CC=CC=C4N3,1
COC1=CC(=C(C=C1)OC)NC(=O)C2=NC(=NC=C2Cl)S(=O)(=O)CC3=CC=CC=C3,1
CC(C)(C)C(=O)NC1=CN=C(C=C1)NC(=O)C2=CC(=CC=C2)OC,1
COC1=CC=CC(=C1)C2=CC(=NO2)C(=O)NC3=CC(=CC=C3)O,1
CCOC(=O)C1=C(N=C(S1)NC(=O)C2=CC=C(C=C2)OC(=O)C)C,1
CC1=CC(=C2C=C(C=CC2=N1)OC)N/N=C/C3=CC=C(C=C3)F,1
COC1=CC=C(C=C1)/C=C/C(=O)NC(=S)NC2=CC=CC=N2,1
COC1=CC2=NC3=C(C=C2C=C1)C=C(O3)C(=O)N4CCCCCC4,1
COC1=CC=CC=C1OCCNC(=O)C2=CC3=C(C=C2)OCCO3,1
COC1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3S2,1
COC1=CC=C(C=C1)C2(C(=O)C3=CC=CC=C3C2=O)C(=O)C4=CC=CC=C4,1
COC1=CC=C(C=C1)C(=O)O/N=C(/C2=CC=C(C=C2)Br)\N,1
CC(=NC1=CC=C(C=C1)OC)C2C(=O)C3=CC=CC=C3C2=O,1
COC1=CC=C(C=C1)C2=CC3=CC=CC=C3C(=O)O2,1
COC1=CC=CC(=C1)N2C(=O)C3=C(C4=CC=CC=C4N3)N=C2SCC(=O)N5CCCCC5,1
CC1=CC(=O)NC(=N1)N=N/C(=N/NC2=CC=C(C=C2)OC)/C3=CC=CC=C3,1
CCOC(=O)C1=C(N=C2C3=CC=CC=C3C(=O)C2=C1C4=C(C=CC(=C4)OC)OC)C,1
COC1=CC2=C(C=C1)N=C(S2)NC(=S)NC(=O)C3=CC=CO3,1
COC1=CC2=C(C=C1)N3C=C(N=C3S2)C4=CC=CC=C4,1
COC1=CC=C(C=C1)/C=N/OC(=O)NC2=CC=CC=C2OC,1
C1=CC=C2C(=C1)C(=CN2)C(=O)N/N=C/C3=CC=CN3,1
CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,1
COC1=CC=C(C=C1)C2=NC=C3C=C(C=CC3=C2)OC,1
CC1=C(SCCO1)C(=O)NC2=CC=C(C=C2)CC(=O)NCC3=CC(=CC=C3)OC,1
COC1=CC(=C(C=C1)C(=O)NC2=NN=C(S2)SCC(=O)NC3CCCC3)OC,1
COC1=CC=C(C=C1)C2=NC(=NN2)SCC(=O)NC3=CC(=CC=C3)S(=O)(=O)N,1
COC1=CC=CC(=C1)/C=C/C(=O)NC2=CC3=C(C=C2)OCCO3,1
COC1=CC=C(C=C1)N2C(=S)C3=CC=CC=C3NC2=S,1
COC1=CC=C(C=C1)C(=O)C2=NO[N+](=C2C(=O)C3=CC=C(C=C3)OC)[O-],1
CC1=CC=C(C=C1)C(=O)NCCC2=CC=CS2,1
COC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=O)O2,1
COC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=O)N2,1
CC1=C(NC(=C1C(=O)C)C)C(=O)CSC2=NN=C(O2)C3=CC=C(C=C3)OC,1
COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)N/N=C/C3=CC(=C(C=C3)O)OC,1
CC1=CC=C(C=C1)N(C(C2=CC=C(C=C2)OC)C(=O)NC3CCCCC3)C(=O)CCl,1
COC1=CC=C(C=C1)C(C(=O)NC2CCCCC2)N(C3=CC=C(C=C3)Cl)C(=O)CCl,1
CC1=C(SCCO1)C(=O)NC2=CC=C(C=C2)CC(=O)NCC3=CC=C(C=C3)OC,1
COC1=CC(=C(C=C1)OC)NC2=NC(=NC(=N2)N)CCl,1
COC1=CC=C(C=C1)C(=O)CN2C(=O)C3=CC=CC=C3S2(=O)=O,1
COC1=CC=C(C=C1)C(=O)N/N=C/C2=CN=CC=C2,1
COC1=CC=C(C=C1)C2=CC(=NO2)C(=O)N3CCOCC3,1
CC(C)(C#CC1=C(SC2=C1C=C(C=C2)OC)C3=CC=C(C=C3)N(C)C)O,1
COC1=CC2=C(C=C1)C(=O)/C(=C/NC3=CC4=C(C=C3)OCO4)/CC2,1
COC1=CC=CC2=C1C=C(N2)C(=O)N/N=C/C3=C(C(=CC=C3)OC)O,1
C/C(=N\NC1=NC(=NC2=CC=CC=C21)C3=CC=C(C=C3)OC)/C4=CC=C(C=C4)O,1
CCOC1=CC=CC(=C1)C(=O)NC2=CC3=C(C=C2)NN=C3,1
CC1=CC(=C2C=C(C=CC2=N1)OC)NC3=CC=C(C=C3)N4CCN(CC4)C,1
COC1=CC=CC(=C1)NC(=O)C2=NC(=NC=C2Cl)S(=O)(=O)C,1
CC1=CC(=NC=C1NC(=O)C2=CC=CC=N2)NC(=O)C3=CC=C(C=C3)OC,1
COC1=CC2=CN=C(C=C2C=C1)C3=CC(=CC(=C3)OC)OC,1
COC1=CC=C(C=C1)C2=NN3C=NN(C(=O)C3=C2)CC(=O)NCCCN4CCC(CC4)CC5=CC=CC=C5,1
CN1CCN(CC1)C(=O)CN2C(=O)C3=CC(=NN3C=N2)C4=CC=C(C=C4)OC,1
COC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CC(=CC=C3)N4C(=O)CCC4=O,1
CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC,1
COC1=CC2=C(C=C1)N=C(S2)NC3=CC=CC=C3,1
COC(=O)C1=CC=C(C=C1)NCC2=C(C=CC(=C2)O)O,1
CCOC(=O)N1CCC(CC1)NC2=C(C(=O)C2=O)NCCCN3CCN(CC3)C4=CC=C(C=C4)OC,1
